,id,name,employment_bus,employment_car,education_bus,education_car,healthcare_bus,healthcare_car,total_bus,total_car,employment_ratio,education_ratio,healthcare_ratio,ratio
0,E06000001,Hartlepool,10.296390831762409,107.51751329044214,8.000939794423212,82.32443535574116,2.6768290072088257,31.09209982743523,20.534050820716537,220.56882347631162,0.013564052544232113,0.01266743033501349,0.013441601810625906,0.012922135112262442
1,E06000002,Middlesbrough,16.795862548602873,60.99577767257867,13.741686852532284,55.78097103034904,8.812720632348459,18.417898259021044,38.514546435614086,134.8039131711027,0.025285587768960425,0.023249450068071654,0.05174516354125259,0.026971370058450368
2,E06000003,Redcar and Cleveland,10.78559330720873,1088.9703902499693,9.676797649438132,835.465049777167,4.51978120627095,345.0964761446282,24.430867639646248,2269.4240390844775,0.024917107375060324,0.023888383573328162,0.03615597537035081,0.025370170258143906
3,E06000004,Stockton-on-Tees,14.002310981568277,1029.4808191904492,11.185426034489684,770.0207442003234,5.975005856969587,331.71126248212846,30.35580917715578,2130.9912908444426,0.02090700773146879,0.01931759386532627,0.030655560826160843,0.020989577973880635
4,E06000005,Darlington,14.74410316325066,66.02768544145133,11.520327630668701,59.16722774611667,3.3942567700424524,18.231456715962494,29.309425518805792,143.05614086979784,0.022546916644972756,0.01923735723291072,0.020550719219631846,0.020658683777441837
5,E06000006,Halton,10.15324821754539,174.70155202081352,8.435524264694706,138.60702806080252,2.908303259307954,54.44341505671714,19.51280008324299,367.15033222877,0.003857186639535699,0.004542436099185508,0.003821060240073185,0.003657242995964845
6,E06000007,Warrington,17.93766031691853,1168.0666350387792,12.885247730167125,927.8409257118709,6.579409592099835,373.6270692139558,36.96181157206547,2469.0669929891756,0.09023109382415069,0.09557368891829686,0.1726280802207554,0.09925637110432227
7,E06000008,Blackburn with Darwen,17.29190597389461,217.64962770370283,17.013210409835306,162.2912589982983,7.414354292360837,69.89383891265895,41.23199795883842,448.91833804922055,0.01139616255987479,0.013665468702872078,0.016887968438558557,0.012911479248712074
8,E06000009,Blackpool,13.199434987398593,106.69245710515577,7.777015551267622,88.1722177196626,3.379438518932914,26.95783693111299,23.53119965541163,221.50676520701305,0.039228688578173944,0.02966018045177455,0.043792020836271824,0.03554075435859625
9,E06000010,"Kingston upon Hull, City of",19.825206529526707,54.31310945829681,13.648691360196352,45.254064792054294,6.012810075254512,15.49844007966496,38.70389684767466,114.78870467522404,0.04973306909292579,0.04572123843721069,0.07645627257290151,0.04937368086863502
10,E06000011,East Riding of Yorkshire,11.6286869973769,221.32732052099567,7.160985663806415,180.42292565079003,3.5404759488345983,51.71355425891525,21.832830333354774,452.95204618213376,0.04351417761504542,0.034825910391167704,0.0763333896340416,0.042685127352334304
11,E06000012,North East Lincolnshire,14.265976111492815,55.55677212171369,8.964535624315356,38.35299023990296,6.468703054164911,12.099671296965953,29.330774015622104,105.87281723714642,0.056119137416993856,0.04494791920202526,0.09537609704210163,0.05572811494697661
12,E06000013,North Lincolnshire,14.640680126384389,88.76568937877414,10.624404665239704,79.68673077664442,3.8818207412599364,21.94772096914797,28.917134146543482,189.04431364727205,0.031782964686577285,0.02809257204974515,0.034176715032435516,0.030362010539753015
13,E06000014,York,19.741291625456586,206.5891145703306,12.327174398463653,151.16183380734702,2.3084465815423822,47.82316485155215,34.07956983134921,405.3663477588104,0.037048237514860194,0.027987082545978238,0.020689680846621095,0.03149980948716416
14,E06000015,Derby,26.260004483677196,111.85367299167616,19.86478780036256,91.29394380609793,6.347275414967212,30.616951179810187,51.99019265640714,230.9631126251915,0.018961527779717335,0.0169504911386111,0.018555584208917408,0.01790878416433572
