,id,name,employment_bus,employment_car,education_bus,education_car,healthcare_bus,healthcare_car,total_bus,total_car,employment_ratio,education_ratio,healthcare_ratio,ratio
0,E06000001,Hartlepool,31.80701754385965,792.140350877193,26.05263157894737,667.3859649122807,9.631578947368421,212.50877192982455,67.49122807017544,1672.0350877192982,0.04076981016093389,0.03965232105825946,0.046243793159979514,0.04101755735828127
1,E06000002,Middlesbrough,39.98888888888889,619.8222222222222,31.555555555555557,538.9888888888889,15.433333333333334,157.7111111111111,86.97777777777777,1316.5222222222221,0.06371469042709414,0.05784818809755362,0.09545843451789265,0.06514454430732206
2,E06000003,Redcar and Cleveland,22.375,1139.9204545454545,18.306818181818183,914.0340909090909,6.090909090909091,333.09090909090907,46.77272727272727,2387.0454545454545,0.03763607072299637,0.0357295249577133,0.04069573863197533,0.03721128397560499
3,E06000004,Stockton-on-Tees,27.298387096774192,1455.717741935484,21.491935483870968,1170.3870967741937,9.879032258064516,427.56451612903226,58.66935483870968,3053.6693548387098,0.028402908633467432,0.02644844170698721,0.03572178760943497,0.028540385469250466
4,E06000005,Darlington,30.560606060606062,650.7727272727273,22.333333333333332,592.9090909090909,8.045454545454545,163.27272727272728,60.93939393939394,1406.9545454545455,0.047023253475327924,0.037683320256075646,0.04954467208204526,0.043377375669167155
5,E06000006,Halton,26.5125,2373.225,27.7375,1805.125,8.15,726.875,62.4,4905.225,0.011105198203994898,0.0153740061237678,0.011204785402257946,0.012689809369354077
6,E06000007,Warrington,31.893939393939394,1141.3484848484848,24.303030303030305,849.5530303030303,11.128787878787879,324.79545454545456,67.32575757575758,2315.6969696969695,0.08774707616111292,0.09982288182435141,0.15966656092866344,0.09914117567743773
7,E06000008,Blackburn with Darwen,32.10989010989011,1755.6593406593406,30.802197802197803,1408.5054945054944,11.384615384615385,516.3076923076923,74.2967032967033,3680.4725274725274,0.019011613415504787,0.02263765118723243,0.023338883860457404,0.021002057360987633
8,E06000009,Blackpool,62.421052631578945,508.62105263157895,29.568421052631578,397.82105263157894,15.452631578947368,119.69473684210526,107.4421052631579,1026.1368421052632,0.1288893310225704,0.0794262437809636,0.136599083299306,0.11062808488251136
9,E06000010,"Kingston upon Hull, City of",51.64071856287425,334.38922155688624,35.880239520958085,256.64071856287427,14.658682634730539,73.61676646706587,102.17964071856288,664.6467065868263,0.15354573495244134,0.13978479366733537,0.20091659709517098,0.15335488571152514
10,E06000011,East Riding of Yorkshire,12.149532710280374,367.89719626168227,8.383177570093459,290.7102803738318,3.0700934579439254,80.90654205607477,23.602803738317757,739.5140186915888,0.04385318733201108,0.038259506318815556,0.05529057609648035,0.042904626605600106
11,E06000012,North East Lincolnshire,33.02803738317757,253.30841121495328,21.44859813084112,199.85981308411215,12.205607476635514,65.77570093457943,66.6822429906542,518.9439252336449,0.13509348528364665,0.11023320567111948,0.1888465294037967,0.13224279804733374
12,E06000013,North Lincolnshire,18.058252427184467,480.5533980582524,13.54368932038835,393.5533980582524,5.009708737864078,116.94174757281553,36.61165048543689,991.0485436893204,0.03896619613881781,0.03579606712142786,0.04361662313765586,0.03825840664771916
13,E06000014,York,31.487603305785125,625.9338842975206,19.33884297520661,503.54545454545456,3.9338842975206614,128.8595041322314,54.760330578512395,1258.3388429752067,0.055276172695778475,0.041623060912458834,0.033185465913188585,0.04754369658823508
14,E06000015,Derby,48.96052631578947,1303.3815789473683,39.80263157894737,1089.657894736842,12.236842105263158,326.57894736842104,101.0,2719.6184210526317,0.0373378893721805,0.0362598137006978,0.03732431323570406,0.03688624739017038
15,E06000016,Leicester,74.355,1225.25,46.23,917.655,28.92,318.92,149.505,2461.825,0.06337076273636025,0.05270843621051484,0.09508489345927547,0.06342359277076809
16,E06000017,Rutland,3.769230769230769,447.38461538461536,3.6153846153846154,383.1923076923077,0.7307692307692307,95.0,8.115384615384615,925.5769230769231,0.008156918936186404,0.008973030637612232,0.007451842661598123,0.008398470334929981
17,E06000018,Nottingham,110.22905027932961,1206.854748603352,72.09497206703911,996.3351955307263,39.04469273743017,297.6927374301676,221.3687150837989,2500.882681564246,0.09285873402404057,0.07334465971270518,0.13377262473046833,0.0899038144054484
18,E06000019,"Herefordshire, County of",6.52991452991453,178.67521367521368,4.6752136752136755,163.60683760683762,1.7777777777777777,37.1025641025641,12.982905982905983,379.38461538461536,0.0416514430354268,0.030552845761329862,0.05320724154915561,0.03784147710763864
19,E06000020,Telford and Wrekin,19.330434782608695,1096.0869565217392,15.347826086956522,871.695652173913,3.7130434782608694,326.04347826086956,38.391304347826086,2293.8260869565215,0.019434250263478562,0.0183318202368373,0.012127521518051793,0.01793578966456985
20,E06000021,Stoke-on-Trent,35.282208588957054,620.2331288343559,27.049079754601227,531.2944785276073,12.226993865030675,158.6564417177914,74.55828220858896,1310.1840490797547,0.05736852363508663,0.05229916462715629,0.07719049883396896,0.057694122350727926
21,E06000022,Bath and North East Somerset,26.307692307692307,589.4529914529915,19.256410256410255,473.2649572649573,6.632478632478633,109.16239316239316,52.1965811965812,1171.8803418803418,0.04384752606276836,0.040605463705925875,0.06060077837279954,0.04408586813914914
22,E06000023,"Bristol, City of",73.27985074626865,703.5373134328358,45.89179104477612,558.1305970149253,14.85820895522388,134.45149253731344,134.02985074626866,1396.1194029850747,0.10319301730373572,0.08127840627082102,0.10959044903891574,0.0950383137000721
23,E06000024,North Somerset,17.333333333333332,552.4130434782609,11.72463768115942,425.9782608695652,3.36231884057971,105.57246376811594,32.42028985507246,1083.963768115942,0.03340502819077035,0.0292331712490911,0.03496400431907315,0.03193610987505022
24,E06000025,South Gloucestershire,29.64,732.3085714285714,23.337142857142858,580.5428571428571,5.605714285714286,138.56571428571428,58.582857142857144,1451.4171428571428,0.04033423811279851,0.03998551007233083,0.04046309278428824,0.04019834599424681
25,E06000026,Plymouth,51.09146341463415,245.22560975609755,38.38414634146341,219.91463414634146,12.298780487804878,48.90853658536585,101.77439024390245,514.0487804878048,0.2095029964117602,0.1753419235705573,0.25370366063543504,0.19905861252573967
26,E06000027,Torbay,25.274725274725274,367.7142857142857,13.10989010989011,248.0989010989011,4.56043956043956,79.16483516483517,42.94505494505494,694.978021978022,0.0815557445842241,0.06456278756634859,0.07000648547150154,0.07416105257894468
27,E06000030,Swindon,35.74285714285714,498.6928571428571,28.235714285714284,424.24285714285713,8.9,106.97142857142858,72.87857142857143,1029.9071428571428,0.0940785673989486,0.0806309480450695,0.12204607186023989,0.09071905327006688
28,E06000031,Peterborough,28.90082644628099,983.8429752066115,25.39669421487603,781.7520661157025,5.338842975206612,219.82644628099175,59.63636363636363,1985.4214876033059,0.04260886466768308,0.04316488689275404,0.037717124286318876,0.04228665944462364
29,E06000032,Luton,48.248,1446.552,31.304,1061.688,16.528,370.904,96.08,2879.144,0.042632570566016284,0.038695552330617916,0.05303104231772953,0.04259176625175219
30,E06000033,Southend-on-Sea,57.4537037037037,1292.648148148148,30.10185185185185,908.9166666666666,17.59259259259259,342.94444444444446,105.14814814814815,2544.509259259259,0.060250508802439796,0.04542700291488907,0.06709508794530515,0.05595739308023744
31,E06000034,Thurrock,22.86,3171.17,15.03,2087.72,8.29,799.72,46.18,6058.61,0.007295495926720357,0.007378226411729169,0.010675946266820991,0.007762286724099785
32,E06000035,Medway,33.93491124260355,1536.3431952662722,24.88757396449704,1068.8284023668639,13.650887573964496,373.0887573964497,72.4733727810651,2978.2603550295858,0.025978769380710236,0.026680486475743448,0.04281559255240216,0.02832871796580256
33,E06000036,Bracknell Forest,23.134146341463413,1203.5853658536585,17.170731707317074,874.5853658536586,5.2926829268292686,263.7926829268293,45.59756097560975,2341.9634146341464,0.026771412643921164,0.02457663068258907,0.03270006741469893,0.026383590477363737
34,E06000037,West Berkshire,14.282828282828282,856.7777777777778,10.393939393939394,645.8181818181819,2.3737373737373737,168.5050505050505,27.050505050505052,1671.1010101010102,0.019007463523366918,0.018340276242051392,0.01713115786745081,0.018478065678365276
