,id,name,bus_area,car_area,ratio
0,E12000001,North East,34.35444375452751,2860.6262522933794,0.01239957150566364
1,E12000002,North West,29.243872598598166,3064.7836339205924,0.010797034143135506
2,E12000003,Yorkshire and The Humber,25.904873296202556,3106.547368541436,0.008740318691184138
3,E12000004,East Midlands,25.016169190345988,3545.1409734538865,0.007145055762165988
4,E12000005,West Midlands,27.269373585468898,3541.5169374534526,0.007745035036124363
5,E12000006,East of England,14.800294446987298,3003.594982312544,0.005576886513503928
6,E12000007,London,54.362676117856566,2192.5903335804005,0.031514413211225036
7,E12000008,South East,17.44330996629985,2815.5407736038155,0.007161170816749709
8,E12000009,South West,19.752005881162237,2390.6549727659153,0.008993205300418212
